ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Campylobacter_D_jejuni_3765_length_2835_cov_2.765827_2_cmeA	1104	58	cmeA	98.64	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; fusidic acid	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Campylobacter D jejuni
Campylobacter_D_jejuni_4233_length_2487_cov_2.598684_2_cmeC	1479	74	cmeC	99.59	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; fusidic acid	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Campylobacter D jejuni
Dialister_sp000434475_619_length_16445_cov_6.510555_3_ACI1	855	76	ACI-1	100.0	cephalosporin; penam; penem	antibiotic inactivation	ACI beta-lactamase	100.00	Dialister sp000434475
Escherichia_flexneri_2_length_50583_cov_3.651124_32_mdtE	1158	76	mdtE	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_2_length_50583_cov_3.651124_37_gadX	825	78	gadX	98.54	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_3_length_47435_cov_4.172752_35_EC14	1134	131	EC-14	98.67	cephalosporin	antibiotic inactivation	EC beta-lactamase	100.00	Escherichia flexneri
Escherichia_flexneri_12_length_29457_cov_3.365859_24_bacA	822	34	bacA	99.63	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Escherichia flexneri
Escherichia_flexneri_15_length_25272_cov_3.081612_16_evgS	3594	236	evgS	99.33	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_15_length_25272_cov_3.081612_17_evgA	615	52	evgA	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_19_length_22673_cov_3.981121_10_cpxA	1374	89	cpxA	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_26_length_18364_cov_3.825068_8_AcrE	1158	75	AcrE	100.0	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_27_length_18334_cov_3.385524_5_CRP	633	45	CRP	99.52	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
