ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Rothia_38_length_13085_cov_6.840906_ErmX	855	160	ErmX	90.14	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	Rothia
Rothia_305_length_1236_cov_1.133785_AAC3IIc	801	23	AAC(3)-IIc	96.24	aminoglycoside antibiotic	antibiotic inactivation	AAC(3)	93.01	Rothia
Streptococcus_sp000187445_1_length_335529_cov_220.462200_tetM	1920	8268	tetM	98.9	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Streptococcus sp000187445
Streptococcus_sp000187445_2009_length_3281_cov_231.272164_msrE	1476	5539	msrE	100.0	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target protection	ABC-F ATP-binding cassette ribosomal protection protein	100.00	Streptococcus sp000187445
Streptococcus_sp000187445_2009_length_3281_cov_231.272164_mphE	885	3190	mphE	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	Streptococcus sp000187445
NODE_28_length_105194_cov_96.637138_ugd	1167	1639	ugd	99.23	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
NODE_32_length_90908_cov_133.366328_acrD	3114	0	acrD	100.0	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_39_length_85472_cov_193.397602_cpxA	1374	0	cpxA	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_46_length_77164_cov_184.397995_mdtE	1158	0	mdtE	99.74	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_46_length_77164_cov_184.397995_mdtF	3114	0	mdtF	99.61	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_46_length_77164_cov_184.397995_gadW	729	3585	gadW	99.59	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_46_length_77164_cov_184.397995_gadX	825	1720	gadX	95.62	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_65_length_59643_cov_181.021984_mdtP	1467	0	mdtP	97.95	nucleoside antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_65_length_59643_cov_181.021984_eptA	1644	2641	eptA	97.07	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
NODE_79_length_49154_cov_110.427544_mdtA	1248	2529	mdtA	99.04	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_79_length_49154_cov_110.427544_mdtB	3123	5630	mdtB	99.81	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_79_length_49154_cov_110.427544_mdtC	3060	5628	mdtC	99.61	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.41	unclassified
NODE_79_length_49154_cov_110.427544_baeS	1404	1218	baeS	99.36	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_79_length_49154_cov_110.427544_baeR	723	723	baeR	98.75	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_87_length_45790_cov_159.753974_acrB	3150	8986	acrB	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_87_length_45790_cov_159.753974_Escherichia_coli_acrA	1194	4109	Escherichia coli acrA	99.75	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_90_length_45003_cov_133.303217_Escherichia_coli_mdfA	1233	0	Escherichia coli mdfA	96.83	tetracycline antibiotic; benzalkonium chloride; rhodamine	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
NODE_97_length_42500_cov_136.421816_kdpE	678	443	kdpE	99.56	aminoglycoside antibiotic	antibiotic efflux	kdpDE	100.00	unclassified
NODE_102_length_40716_cov_157.393301_emrY	1539	0	emrY	99.22	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	unclassified
