ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Bifidobacterium_sp002742445_3_length_84883_cov_5.922054_Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin	3561	785	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	98.15	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	100.00	Bifidobacterium sp002742445
Bifidobacterium_sp002742445_22_length_30788_cov_6.645820_ErmX	855	89	ErmX	89.44	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	Bifidobacterium sp002742445
Escherichia_flexneri_13_length_149172_cov_81.898536_baeR	723	868	baeR	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_13_length_149172_cov_81.898536_baeS	1404	1678	baeS	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_13_length_149172_cov_81.898536_mdtC	3078	3158	mdtC	99.71	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_13_length_149172_cov_81.898536_mdtB	3123	3465	mdtB	99.62	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_13_length_149172_cov_81.898536_mdtA	1368	1664	mdtA	99.28	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	109.64	Escherichia flexneri
Escherichia_flexneri_34_length_110189_cov_79.323515_Escherichia_coli_mdfA	1233	1509	Escherichia coli mdfA	97.07	tetracycline antibiotic; benzalkonium chloride; rhodamine	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_44_length_90798_cov_87.527049_acrB	3150	4667	acrB	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_44_length_90798_cov_87.527049_Escherichia_coli_acrA	1194	2336	Escherichia coli acrA	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_129_length_51209_cov_79.944618_msbA	1749	2757	msbA	100.0	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_145_length_48523_cov_116.654741_eptA	1644	3337	eptA	99.63	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia flexneri
Escherichia_flexneri_171_length_45790_cov_85.577741_acrD	3114	4370	acrD	99.9	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_241_length_37121_cov_79.158015_Escherichia_coli_ampC1_betalactamase	1305	1728	Escherichia coli ampC1 beta-lactamase	99.08	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	100.00	Escherichia flexneri
