ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Citrobacter_youngae_1_84_Escherichia_coli_acrA	1194	2634	Escherichia coli acrA	91.69	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_1_85_acrB	3150	12825	acrB	94.47	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_1_179_vanG	1095	2482	vanG	37.67	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.3	Citrobacter youngae
Citrobacter_youngae_2_146_PmrF	984	1610	PmrF	87.85	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	Citrobacter youngae
Citrobacter_youngae_3_75_ugd	1167	912	ugd	86.86	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Citrobacter youngae
Citrobacter_youngae_3_119_mdtB	3123	3693	mdtB	92.5	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_3_120_mdtC	3081	6415	mdtC	92.88	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.1	Citrobacter youngae
Citrobacter_youngae_3_123_baeR	723	1435	baeR	95.42	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_3_232_msbA	1749	3052	msbA	94.67	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_4_152_Klebsiella_pneumoniae_KpnE	363	63	Klebsiella pneumoniae KpnE	80	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_4_153_Klebsiella_pneumoniae_KpnF	330	51	Klebsiella pneumoniae KpnF	86.24	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_4_189_marA	384	230	marA	92.91	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100	Citrobacter youngae
Citrobacter_youngae_6_115_bacA	819	2343	bacA	93.04	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	99.63	Citrobacter youngae
Citrobacter_youngae_8_41_kdpE	678	615	kdpE	91.07	aminoglycoside antibiotic	antibiotic efflux	kdpDE	100	Citrobacter youngae
Citrobacter_youngae_10_77_Escherichia_coli_mdfA	1233	1493	Escherichia coli mdfA	88.29	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_15_78_CRP	633	3183	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_17_35_emrB	1539	4659	emrB	94.82	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_17_36_emrA	1173	3178	emrA	88.21	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Citrobacter youngae
Citrobacter_youngae_17_37_emrR	531	1713	emrR	93.71	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Citrobacter youngae
