ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Clostridium_P_perfringens_2_56_Clostridium_perfringens_mprF	1710	901	Clostridium perfringens mprF	96.84	peptide antibiotic	antibiotic target alteration	defensin resistant mprF	100	Clostridium P perfringens
Clostridium_P_perfringens_2_272_vanY_gene_in_vanB_cluster	792	372	vanY gene in vanB cluster	31.32	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	98.13	Clostridium P perfringens
Clostridium_P_perfringens_7_80_vanT_gene_in_vanG_cluster	1161	591	vanT gene in vanG cluster	37.33	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.21	Clostridium P perfringens
Clostridium_P_perfringens_11_71_vanW_gene_in_vanI_cluster	1263	476	vanW gene in vanI cluster	26.98	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	112.6	Clostridium P perfringens
Clostridium_P_perfringens_23_42_tetAP	1263	2793	tetA(P)	98.33	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Clostridium P perfringens
Clostridium_P_perfringens_23_43_tetBP	1959	4662	tetB(P)	99.54	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100	Clostridium P perfringens
Clostridium_P_perfringens_24_30_vanW_gene_in_vanI_cluster	1563	656	vanW gene in vanI cluster	26.72	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	139.41	Clostridium P perfringens
Enterococcus_faecalis_22_47_dfrE	495	45	dfrE	99.39	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100	Enterococcus faecalis
Enterococcus_faecalis_95_68_emeA	1155	101	emeA	97.71	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Enterococcus_faecalis_112_5_lsaA	1497	116	lsaA	98.8	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100	Enterococcus faecalis
Enterococcus_faecalis_141_27_efrA	1719	182	efrA	99.13	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Enterococcus_faecalis_321_10_vanT_gene_in_vanG_cluster	1116	124	vanT gene in vanG cluster	34.51	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Escherichia_coli_1_152_Escherichia_coli_mdfA	1233	5501	Escherichia coli mdfA	96.83	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_1_226_msbA	1749	8139	msbA	99.66	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_1_341_mdtG	1227	5084	mdtG	99.51	phosphonic acid antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_1_353_mdtH	1209	5600	mdtH	100	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_1_568_HNS	414	1904	H-NS	100	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_2_23_ugd	1167	4788	ugd	99.23	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Escherichia coli
Escherichia_coli_2_72_mdtA	1248	5916	mdtA	98.8	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_2_73_mdtB	3123	14420	mdtB	99.9	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_2_74_mdtC	3078	14576	mdtC	98.63	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_2_76_baeS	1404	6850	baeS	96.15	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_2_77_baeR	723	3700	baeR	100	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_2_208_YojI	1644	7234	YojI	98.9	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_2_249_PmrF	969	4136	PmrF	99.38	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100	Escherichia coli
Escherichia_coli_3_16_vanG	1095	5453	vanG	39.5	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.3	Escherichia coli
Escherichia_coli_3_95_acrB	3150	16323	acrB	99.9	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_3_96_Escherichia_coli_acrA	1194	6428	Escherichia coli acrA	99.75	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_3_274_kdpE	678	3223	kdpE	99.55	aminoglycoside antibiotic	antibiotic efflux	kdpDE	100	Escherichia coli
Escherichia_coli_5_80_CRP	633	3702	CRP	99.52	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_5_241_mdtE	1158	6666	mdtE	99.74	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_5_242_mdtF	3114	17590	mdtF	99.42	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_5_244_gadW	729	4294	gadW	99.59	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_5_245_gadX	825	4789	gadX	93.07	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_6_58_Escherichia_coli_emrE	333	1704	Escherichia coli emrE	98.18	macrolide antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100	Escherichia coli
Escherichia_coli_7_30_marA	384	1673	marA	99.21	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100	Escherichia coli
