ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterococcus_faecalis_1_length_630747_cov_108.641876:_emeA	1155	2004	emeA	97.46	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Enterococcus_faecalis_1_length_630747_cov_108.641876:_dfrE	495	1052	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_1_length_630747_cov_108.641876:_dfrG	498	825	dfrG	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_2_length_379925_cov_121.385817:_vanT_gene_in_vanG_cluster	1116	2662	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_3_length_373617_cov_116.771320:_lsaA	1497	2754	lsaA	98.8	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_12_length_61823_cov_124.151508:_efrA	1719	3679	efrA	99.48	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Enterococcus_faecalis_18_length_27816_cov_177.935218:_ErmB	738	2490	ErmB	97.96	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	98.79	Enterococcus faecalis
Klebsiella_quasipneumoniae_6_length_381677_cov_398.830261:_msbA	1749	10633	msbA	92.61	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_6_length_381677_cov_398.830261:_OmpA	1071	4992	OmpA	99.44	peptide antibiotic	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to peptide antibiotics	95.19	Klebsiella quasipneumoniae
Klebsiella_quasipneumoniae_9_length_362964_cov_451.424883:_FosA6	420	3036	FosA6	97.12	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100.00	Klebsiella quasipneumoniae
