ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Acinetobacter_ursingii_15_3_rsmA	255	15	rsmA	89.09	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	137.7	Acinetobacter ursingii
Acinetobacter_ursingii_206_3_qacG	330	22	qacG	44.34	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	Acinetobacter ursingii
Enterobacter_cloacae_M_1_142_marA	381	823	marA	93.55	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	Enterobacter cloacae M
Enterobacter_cloacae_M_2_133_FosA2	426	1220	FosA2	95.04	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	100	Enterobacter cloacae M
Enterobacter_cloacae_M_3_19_msbA	1749	3789	msbA	94.67	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100	Enterobacter cloacae M
Enterobacter_cloacae_M_3_129_Escherichia_coli_mdfA	1233	2768	Escherichia coli mdfA	86.49	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100	Enterobacter cloacae M
Enterobacter_cloacae_M_5_1_rsmA	186	602	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter cloacae M
Enterobacter_cloacae_M_7_132_mdtB	3123	8191	mdtB	89.9	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter cloacae M
Enterobacter_cloacae_M_7_133_mdtC	3078	7881	mdtC	92	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter cloacae M
Enterobacter_cloacae_M_7_136_baeR	723	1787	baeR	95	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100	Enterobacter cloacae M
