ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterobacter_cloacae_68_length_41379_cov_42.556577_35_CRP	633	4612	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_72_length_39226_cov_21.751679_39_marA	381	975	marA	93.55	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	Enterobacter cloacae
Enterobacter_cloacae_145_length_28662_cov_36.174992_10_msbA	1749	1130	msbA	94.16	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_166_length_27097_cov_29.446306_5_acrD	3114	6403	acrD	91.13	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_395_length_16526_cov_36.823629_3_bacA	822	2777	bacA	95.24	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Enterobacter cloacae
Enterobacter_cloacae_514_length_13469_cov_36.152005_4_acrB	3147	18351	acrB	93.14	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Enterobacter cloacae
Enterobacter_cloacae_521_length_13259_cov_27.185095_8_ramA	342	207	ramA	99.12	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	91.13	Enterobacter cloacae
Enterobacter_cloacae_526_length_13195_cov_41.325114_12_CMH2	1146	755	CMH-2	99.21	cephalosporin	antibiotic inactivation	CMH beta-lactamase	100.00	Enterobacter cloacae
Enterobacter_cloacae_749_length_10415_cov_22.547876_2_mdtC	3078	1506	mdtC	91.89	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_749_length_10415_cov_22.547876_5_baeR	723	347	baeR	95.42	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_872_length_9048_cov_19.605693_3_oqxB	3153	1655	oqxB	97.52	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_872_length_9048_cov_19.605693_4_oqxA	1176	687	oqxA	91.3	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_890_length_8855_cov_81.495341_9_rsmA	186	71	rsmA	85.25	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_982_length_7929_cov_34.386716_2_emrR	531	1320	emrR	91.43	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_982_length_7929_cov_34.386716_3_emrA	1173	1305	emrA	86.41	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_1939_length_3584_cov_28.599037_4_Escherichia_coli_mdfA	1233	1225	Escherichia coli mdfA	86.98	tetracycline antibiotic; benzalkonium chloride; rhodamine	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter cloacae
Enterobacter_cloacae_1213_length_6201_cov_35.407094_6_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	7537	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	93.74	fosfomycin	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Enterobacter cloacae
Enterobacter_cloacae_72_length_39226_cov_21.751679_40_Escherichia_coli_marR_mutant_conferring_antibiotic_resistance	435	219	Escherichia coli marR mutant conferring antibiotic resistance	86.11	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter cloacae
NODE_8_length_97946_cov_218.313195_29_PmrF	969	3650	PmrF	99.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
