ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Acinetobacter_baumannii_13_length_19382_cov_4.002691_15_abeM	1347	92	abeM	99.78	fluoroquinolone antibiotic; acridine dye; triclosan; disinfecting agents and intercalating dyes	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	100.00	Acinetobacter baumannii
Acinetobacter_baumannii_27_length_15097_cov_3.388978_4_adeI	1251	94	adeI	99.76	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Acinetobacter baumannii
Acinetobacter_baumannii_27_length_15097_cov_3.388978_6_adeK	1455	71	adeK	100.0	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Acinetobacter baumannii
Acinetobacter_baumannii_52_length_11251_cov_5.014202_21_rsmA	180	13	rsmA	89.09	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.36	Acinetobacter baumannii
Acinetobacter_baumannii_149_length_4932_cov_4.460529_2_LpsB	1101	104	LpsB	98.36	peptide antibiotic	reduced permeability to antibiotic	Intrinsic peptide antibiotic resistant Lps	100.00	Acinetobacter baumannii
Acinetobacter_baumannii_5_length_25088_cov_4.438182_18_Acinetobacter_baumannii_parC_conferring_resistance_to_fluoroquinolones	2199	172	Acinetobacter baumannii parC conferring resistance to fluoroquinolones	98.75	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant parC	99.05	Acinetobacter baumannii
Bifidobacterium_longum_3_length_258344_cov_94.505720_7_tetW	1920	4430	tetW	99.84	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Bifidobacterium longum
Bifidobacterium_longum_3412_length_4167_cov_1682.315175_4_mphA	906	25751	mphA	99.67	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	Bifidobacterium longum
Escherichia_flexneri_1_length_343635_cov_204.122120_31_mdtB	3123	9389	mdtB	99.9	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_1_length_343635_cov_204.122120_32_mdtC	3078	8655	mdtC	99.8	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_1_length_343635_cov_204.122120_34_baeS	1404	4370	baeS	100.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_1_length_343635_cov_204.122120_35_baeR	723	2397	baeR	99.58	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_1_length_343635_cov_204.122120_160_YojI	1644	0	YojI	100.0	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_1_length_343635_cov_204.122120_203_PmrF	969	3311	PmrF	100.0	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia flexneri
Escherichia_flexneri_2_length_285407_cov_259.393850_76_mdtP	1467	6010	mdtP	100.0	nucleoside antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_2_length_285407_cov_259.393850_77_mdtO	2052	8116	mdtO	100.0	nucleoside antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_2_length_285407_cov_259.393850_78_mdtN	1032	3924	mdtN	100.0	nucleoside antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_2_length_285407_cov_259.393850_111_eptA	1644	8494	eptA	100.0	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia flexneri
