ARG	ARG_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Bifidobacterium_breve_95_length_99071_cov_155.997758:_Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin	3564	8378	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	92.4	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	100.08	Bifidobacterium breve
Clostridium_P_perfringens_71_length_127263_cov_8.279849:_vanH_gene_in_vanD_cluster	999	128	vanH gene in vanD cluster	35.44	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	102.79	Clostridium P perfringens
Clostridium_P_perfringens_151_length_66534_cov_7.211811:_Clostridium_perfringens_mprF	1710	167	Clostridium perfringens mprF	97.01	peptide antibiotic	antibiotic target alteration	defensin resistant mprF	100.00	Clostridium P perfringens
Clostridium_P_perfringens_152_length_66455_cov_6.369352:_vanY_gene_in_vanB_cluster	792	77	vanY gene in vanB cluster	30.57	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	98.13	Clostridium P perfringens
Clostridium_P_perfringens_240_length_36548_cov_7.305017:_vanT_gene_in_vanG_cluster	1161	147	vanT gene in vanG cluster	37.33	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	54.21	Clostridium P perfringens
Clostridium_P_perfringens_269_length_31343_cov_5.781162:_vanW_gene_in_vanI_cluster	1263	168	vanW gene in vanI cluster	26.95	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	112.60	Clostridium P perfringens
Clostridium_P_perfringens_365_length_22233_cov_6.329696:_vanW_gene_in_vanI_cluster	1563	218	vanW gene in vanI cluster	27.51	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	139.41	Clostridium P perfringens
Enterobacter_himalayensis_1_length_621723_cov_26.576380:_marA	381	418	marA	94.35	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	99.21	Enterobacter himalayensis
Enterobacter_himalayensis_13_length_318509_cov_31.528299:_acrB	3147	14903	acrB	92.85	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Enterobacter himalayensis
Enterobacter_himalayensis_13_length_318509_cov_31.528299:_ramA	342	285	ramA	96.46	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	91.13	Enterobacter himalayensis
Enterobacter_himalayensis_18_length_257177_cov_25.817853:_Klebsiella_pneumoniae_KpnF	330	157	Klebsiella pneumoniae KpnF	88.07	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_18_length_257177_cov_25.817853:_Klebsiella_pneumoniae_KpnE	363	320	Klebsiella pneumoniae KpnE	84.17	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_37_length_203400_cov_31.516010:_msbA	1749	3222	msbA	94.85	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_43_length_182764_cov_32.120558:_CRP	633	2302	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_44_length_174654_cov_27.441927:_baeR	723	1131	baeR	95.0	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_44_length_174654_cov_27.441927:_mdtC	3078	11215	mdtC	92.1	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_44_length_174654_cov_27.441927:_mdtB	3123	8012	mdtB	90.1	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_50_length_160263_cov_36.126017:_bacA	822	2502	bacA	95.24	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_93_length_101745_cov_32.237703:_acrD	3114	10219	acrD	91.9	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_93_length_101745_cov_32.237703:_adeF	3153	7148	adeF	60.86	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.15	Enterobacter himalayensis
Enterobacter_himalayensis_93_length_101745_cov_32.237703:_oqxA	1176	2489	oqxA	91.05	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_149_length_66966_cov_29.644916:_vanG	1098	1617	vanG	38.92	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Enterobacter himalayensis
Enterobacter_himalayensis_178_length_54693_cov_29.398605:_emrR	531	1569	emrR	94.86	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_178_length_54693_cov_29.398605:_emrB	1548	5355	emrB	93.86	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.59	Enterobacter himalayensis
Enterobacter_himalayensis_254_length_34237_cov_41.058013:_ACT41	1146	556	ACT-41	99.48	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	ACT beta-lactamase	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_427_length_17690_cov_27.405897:_Escherichia_coli_mdfA	1233	2521	Escherichia coli mdfA	87.71	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_60_length_146009_cov_35.202269:_Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin	1392	6862	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	94.17	phosphonic acid antibiotic	antibiotic target alteration	antibiotic-resistant UhpT	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_72_length_126218_cov_39.618311:_Haemophilus_influenzae_PBP3_conferring_resistance_to_betalactam_antibiotics	1767	7346	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	52.57	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.39	Enterobacter himalayensis
Enterobacter_himalayensis_1_length_621723_cov_26.576380:_Escherichia_coli_AcrABTolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline	435	414	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	91.67	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Enterobacter himalayensis
Enterobacter_himalayensis_115_length_87723_cov_42.775813:_Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	327	625	Escherichia coli soxS with mutation conferring antibiotic resistance	90.65	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.93	Enterobacter himalayensis
Enterococcus_A_avium_59_length_146454_cov_108.648918:_vanY_gene_in_vanB_cluster	747	1176	vanY gene in vanB cluster	33.01	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	92.54	Enterococcus A avium
Enterococcus_A_avium_127_length_81510_cov_112.534786:_tetS	1941	3116	tet(S)	99.69	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.78	Enterococcus A avium
Enterococcus_faecalis_1_length_484847_cov_10.717425:_lsaA	1497	293	lsaA	98.8	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.00	Enterococcus faecalis
Enterococcus_faecalis_2_length_352013_cov_11.546832:_vanT_gene_in_vanG_cluster	1116	307	vanT gene in vanG cluster	34.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.11	Enterococcus faecalis
Enterococcus_faecalis_3_length_226931_cov_9.032395:_dfrE	495	107	dfrE	98.78	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_3_length_226931_cov_9.032395:_dfrG	498	82	dfrG	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus faecalis
Enterococcus_faecalis_5_length_219968_cov_10.988281:_efrA	1719	475	efrA	99.48	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.48	Enterococcus faecalis
Enterococcus_faecalis_7_length_167335_cov_9.770648:_emeA	1155	243	emeA	97.46	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.71	Enterococcus faecalis
Klebsiella_A_michiganensis_9_length_383206_cov_166.064251:_vanG	1098	2906	vanG	38.1	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.58	Klebsiella A michiganensis
Klebsiella_A_michiganensis_9_length_383206_cov_166.064251:_acrB	3147	14977	acrB	91.33	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	Klebsiella A michiganensis
Klebsiella_A_michiganensis_9_length_383206_cov_166.064251:_OXY12	876	1986	OXY-1-2	100.0	monobactam; cephalosporin; penam	antibiotic inactivation	OXY beta-lactamase	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_14_length_285230_cov_194.063470:_eptB	1689	5768	eptB	89.51	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.91	Klebsiella A michiganensis
Klebsiella_A_michiganensis_21_length_242372_cov_136.280426:_oqxB	3153	7671	oqxB	96.86	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_21_length_242372_cov_136.280426:_oqxA	1176	2870	oqxA	90.79	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
Klebsiella_A_michiganensis_33_length_205043_cov_151.483604:_baeR	723	2070	baeR	92.5	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Klebsiella A michiganensis
