ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Bifidobacterium_infantis_1_length_315089_cov_29.232521_tetW	1920	1069	tetW	99.69	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Bifidobacterium infantis
Bifidobacterium_infantis_30_length_95176_cov_36.905321_Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin	3564	1916	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	92.82	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	100.08	Bifidobacterium infantis
NODE_3_length_196376_87_acrB	3147	7329	acrB	91.52	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.90	unclassified
NODE_4_length_183340_177_adeF	3114	12940	adeF	40.53	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.92	unclassified
NODE_5_length_176880_4_SHV11	861	255	SHV-11	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	SHV beta-lactamase	100.00	unclassified
NODE_5_length_176880_24_marA	375	154	marA	92.74	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	97.64	unclassified
NODE_12_length_141389_11_LptD	2349	5502	LptD	100.0	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_15_length_129565_8_eptB	1674	2729	eptB	99.46	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.04	unclassified
NODE_15_length_129565_65_PmrF	984	665	PmrF	83.69	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	101.55	unclassified
NODE_15_length_129565_68_ArnT	1656	1946	ArnT	99.27	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	unclassified
NODE_33_length_91219_75_CRP	633	2713	CRP	99.05	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	unclassified
NODE_37_length_88665_21_msbA	1749	3493	msbA	92.61	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	unclassified
NODE_37_length_88665_61_OmpA	1071	3062	OmpA	99.72	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic	General Bacterial Porin with reduced permeability to beta-lactams	95.19	unclassified
NODE_40_length_83072_22_CMH2	1146	4143	CMH-2	99.21	cephalosporin	antibiotic inactivation	CMH beta-lactamase	100.00	unclassified
