ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Enterococcus_B_faecium_2_length_114279_cov_25.756529_33_AAC6Ii	549	144	AAC(6')-Ii	98.9	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	100.00	Enterococcus B faecium
Enterococcus_B_faecium_3_length_109909_cov_35.051869_29_dfrG	498	284	dfrG	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	Enterococcus B faecium
Enterococcus_B_faecium_59_length_16134_cov_16.360532_10_Enterococcus_faecium_liaS_mutant_conferring_daptomycin_resistance	1068	279	Enterococcus faecium liaS mutant conferring daptomycin resistance	97.18	peptide antibiotic	antibiotic target alteration; antibiotic efflux	daptomycin resistant liaS	100.00	Enterococcus B faecium
Enterococcus_B_faecium_59_length_16134_cov_16.360532_11_Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance	633	125	Enterococcus faecium liaR mutant conferring daptomycin resistance	98.1	peptide antibiotic	antibiotic target alteration; antibiotic efflux	daptomycin resistant liaR	100.00	Enterococcus B faecium
Escherichia_coli_D_1_length_372159_cov_113.966034_47_marA	384	918	marA	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	Escherichia coli D
Escherichia_coli_D_2_length_348851_cov_167.746526_6_AcrF	3105	10888	AcrF	99.32	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_2_length_348851_cov_167.746526_7_AcrE	1158	3963	AcrE	99.48	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_2_length_348851_cov_167.746526_8_AcrS	663	2766	AcrS	98.18	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_2_length_348851_cov_167.746526_200_bacA	822	2279	bacA	99.27	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Escherichia coli D
Escherichia_coli_D_2_length_348851_cov_167.746526_219_TolC	1489	4947	TolC	100.0	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	99.60	Escherichia coli D
