ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Escherichia_coli_D_1_length_556948_cov_222.927755_462_marA	384	1599	marA	100.0	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	100.00	Escherichia coli D
Escherichia_coli_D_2_length_432964_cov_335.901961_7_AcrF	3105	16288	AcrF	99.42	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_2_length_432964_cov_335.901961_8_AcrE	1158	6204	AcrE	98.18	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_2_length_432964_cov_335.901961_9_AcrS	663	3931	AcrS	99.09	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_2_length_432964_cov_335.901961_200_bacA	822	3802	bacA	99.63	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00	Escherichia coli D
Escherichia_coli_D_2_length_432964_cov_335.901961_220_TolC	1482	7962	TolC	99.8	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	99.60	Escherichia coli D
Escherichia_coli_D_3_length_397441_cov_240.429836_76_PmrF	969	3157	PmrF	100.0	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia coli D
Escherichia_coli_D_3_length_397441_cov_240.429836_118_YojI	1644	4886	YojI	98.9	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_3_length_397441_cov_240.429836_245_mdtC	3078	8177	mdtC	99.8	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_3_length_397441_cov_240.429836_246_mdtB	3123	9193	mdtB	100.0	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_3_length_397441_cov_240.429836_294_ugd	1167	5099	ugd	100.0	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia coli D
Escherichia_coli_D_4_length_336588_cov_327.407422_81_gadX	825	7198	gadX	93.8	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_4_length_336588_cov_327.407422_82_gadW	729	5345	gadW	95.87	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_4_length_336588_cov_327.407422_84_mdtF	3114	14307	mdtF	99.81	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_4_length_336588_cov_327.407422_85_mdtE	1158	5686	mdtE	99.74	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_4_length_336588_cov_327.407422_244_CRP	633	3781	CRP	99.52	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_5_length_331465_cov_285.239869_24_mdtM	1233	5039	mdtM	97.8	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_5_length_331465_cov_285.239869_172_leuO	945	5029	leuO	99.36	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_6_length_331434_cov_356.956711_77_mdtP	1467	6694	mdtP	98.57	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_6_length_331434_cov_356.956711_78_mdtO	2052	9217	mdtO	97.36	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_6_length_331434_cov_356.956711_79_mdtN	1032	4087	mdtN	99.42	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_6_length_331434_cov_356.956711_107_eptA	1644	9665	eptA	99.82	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia coli D
Escherichia_coli_D_6_length_331434_cov_356.956711_223_EC8	1134	6739	EC-8	99.73	cephalosporin	antibiotic inactivation	EC beta-lactamase	100.00	Escherichia coli D
Escherichia_coli_D_7_length_295323_cov_259.726035_42_Escherichia_coli_acrA	1194	5593	Escherichia coli acrA	99.75	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
Escherichia_coli_D_7_length_295323_cov_259.726035_43_acrB	3150	13158	acrB	99.9	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia coli D
