ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Bifidobacterium_sp002742445_1799_length_7744_cov_50.317597_4_Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin	3561	4455	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	98.15	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	100.00	Bifidobacterium sp002742445
Catenibacterium_sp000437715_48_length_14705_cov_15.822799_2_tetM	1920	561	tet(M)	98.28	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Catenibacterium sp000437715
Catenibacterium_sp000437715_48_length_14705_cov_15.822799_6_mefH	330	68	mef(H)	100.0	macrolide antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Catenibacterium sp000437715
Collinsella_sp900556495_47_length_2782_cov_8.527319_3_Mrx	1158	163	Mrx	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	93.69	Collinsella sp900556495
Escherichia_flexneri_5_length_27683_cov_3.801433_19_Escherichia_coli_ampC_betalactamase	1134	77	Escherichia coli ampC beta-lactamase	100.0	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	100.00	Escherichia flexneri
Escherichia_flexneri_8_length_24715_cov_3.756610_15_AcrS	663	44	AcrS	99.55	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_8_length_24715_cov_3.756610_16_AcrE	1158	57	AcrE	100.0	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_8_length_24715_cov_3.756610_17_AcrF	3105	234	AcrF	100.0	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_10_length_23538_cov_2.884810_20_leuO	945	66	leuO	99.36	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_24_length_16218_cov_3.494463_8_eptA	1644	111	eptA	100.0	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.00	Escherichia flexneri
Escherichia_flexneri_25_length_16196_cov_3.283130_14_mdtN	1032	49	mdtN	100.0	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_25_length_16196_cov_3.283130_16_mdtO	1911	65	mdtO	100.0	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	93.12	Escherichia flexneri
Escherichia_flexneri_48_length_12824_cov_3.336988_11_acrB	3150	188	acrB	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_48_length_12824_cov_3.336988_12_Escherichia_coli_acrA	1194	70	Escherichia coli acrA	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_57_length_11370_cov_4.074503_3_gadX	825	67	gadX	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
Escherichia_flexneri_57_length_11370_cov_4.074503_4_gadW	729	57	gadW	94.63	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Escherichia flexneri
