ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Bacteroides_fragilis_8_length_251937_cov_12.357028_5_tetQ	1947	873	tet(Q)	97.02	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	98.63	Bacteroides fragilis
Bacteroides_fragilis_30_length_152542_cov_13.337262_102_cepA	903	223	cepA	99.67	cephalosporin	antibiotic inactivation	CepA beta-lactamase	100.00	Bacteroides fragilis
Bifidobacterium_kashiwanohense_A_230_length_40338_cov_65.284338_14_Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin	3561	17149	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	93.51	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	100.00	Bifidobacterium kashiwanohense A
Campylobacter_D_jejuni_2_length_267124_cov_31.999000_35_OXA61	774	308	OXA-61	100.0	penam	antibiotic inactivation	OXA beta-lactamase; OXA-61-like beta-lactamase	100.00	Campylobacter D jejuni
Campylobacter_D_jejuni_2_length_267124_cov_31.999000_99_cmeC	1479	664	cmeC	99.39	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; fusidane antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Campylobacter D jejuni
Campylobacter_D_jejuni_2_length_267124_cov_31.999000_101_cmeA	1104	601	cmeA	95.64	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; fusidane antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Campylobacter D jejuni
Campylobacter_D_jejuni_2_length_267124_cov_31.999000_102_cmeR	633	220	cmeR	99.05	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; fusidane antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Campylobacter D jejuni
Campylobacter_D_jejuni_1_length_316271_cov_26.317552_296_Campylobacter_jejuni_gyrA_conferring_resistance_to_fluoroquinolones	2589	1225	Campylobacter jejuni gyrA conferring resistance to fluoroquinolones	99.88	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA	99.88	Campylobacter D jejuni
Campylobacter_D_jejuni_2_length_267124_cov_31.999000_Campylobacter_jejuni_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin	2912	50894	Campylobacter jejuni 23S rRNA with mutation conferring resistance to erythromycin	99.66	macrolide antibiotic	antibiotic target alteration	23S rRNA with mutation conferring resistance to macrolide antibiotics	99.97	Campylobacter D jejuni
Escherichia_flexneri_2_length_90377_cov_6.681761_63_mdtH	1209	205	mdtH	99.75	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	Escherichia flexneri
