ARG	ORF_length	Counts	ARO_term	Percentage_Identity	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Percentage_Coverage	Classification
Acinetobacter_baumannii_2_length_30510_cov_4.064751_26_ANT3IIa	789	38	ANT(3'')-IIa	98.09	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	Acinetobacter baumannii
Acinetobacter_baumannii_9_length_22013_cov_3.987840_15_abeM	1347	92	abeM	99.78	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	100.00	Acinetobacter baumannii
Acinetobacter_baumannii_27_length_15097_cov_3.388978_4_adeI	1251	94	adeI	99.76	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Acinetobacter baumannii
Acinetobacter_baumannii_27_length_15097_cov_3.388978_6_adeK	1455	71	adeK	100.0	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	Acinetobacter baumannii
Acinetobacter_baumannii_57_length_11186_cov_5.045728_1_rsmA	180	13	rsmA	89.09	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.36	Acinetobacter baumannii
Acinetobacter_baumannii_149_length_4932_cov_4.460529_2_LpsB	1101	104	LpsB	98.36	peptide antibiotic	reduced permeability to antibiotic	Intrinsic peptide antibiotic resistant Lps	100.00	Acinetobacter baumannii
Acinetobacter_baumannii_5_length_25088_cov_4.438182_18_Acinetobacter_baumannii_parC_conferring_resistance_to_fluoroquinolones	2199	172	Acinetobacter baumannii parC conferring resistance to fluoroquinolones	98.75	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant parC	99.05	Acinetobacter baumannii
Bacteroides_fragilis_4608_length_2938_cov_6.755116_2_nimE	513	72	nimE	100.0	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	100.00	Bacteroides fragilis
Bifidobacterium_longum_3_length_258344_cov_94.505720_7_tetW	1920	4430	tet(W)	99.84	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	Bifidobacterium longum
Bifidobacterium_longum_3412_length_4167_cov_1682.315175_3_Mrx	1239	24358	Mrx	100.0	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	Bifidobacterium longum
